id,ward,gakku,name,capacity,tel,address,hokui,tokei,url,image,distance
411,21伏見,砂川学区,学校法人龍谷大学,2048,075-642-1111,京都市伏見区深草塚本町67,34.96398488,135.7679131,http://www.pref.kyoto.jp/hinan/documents/2610920061.pdf,,
410,21伏見,深草学区,学校法人聖母女学院,473,075-641-0507,京都市伏見区深草田谷町1,34.9585692,135.7723741,http://www.pref.kyoto.jp/hinan/documents/2610920067.pdf,,
409,21伏見,向島南学区,種智院大学,287,075-604-5600,京都市伏見区向島西定請70,34.91381489,135.7657896,http://www.pref.kyoto.jp/hinan/documents/2610920060.pdf,,
408,21伏見,藤森学区,京都教育大学構内,724,075-644-8106,京都市伏見区深草藤森町1,34.95021415,135.7731898,http://www.pref.kyoto.jp/hinan/documents/2610920076.pdf,,
407,21伏見,藤森学区,京都教育大学附属高等学校,385,075-641-9195,京都市伏見区深草越後屋敷町111,34.95083614,135.7652825,http://www.pref.kyoto.jp/hinan/documents/2610920065.pdf,,
406,21伏見,向島南学区,府立京都すばる高等学校,586,075-621-4788,京都市伏見区向島西定請120,34.91267889,135.764698,http://www.pref.kyoto.jp/hinan/documents/2610920056.pdf,,
405,21伏見,横大路学区,府立洛水高等学校,670,075-621-6330,京都市伏見区横大路向ヒ18,34.9237587,135.7338595,http://www.pref.kyoto.jp/hinan/documents/2610920055.pdf,,
404,21伏見,醍醐学区,府立東稜高等学校,580,075-572-2323,京都市伏見区醍醐新町裏町25-1,34.95547063,135.8182712,http://www.pref.kyoto.jp/hinan/documents/2610920057.pdf,,
403,21伏見,桃山学区,府立桃山高等学校,602,075-601-8387,京都市伏見区桃山毛利長門東町8,34.93682351,135.7699838,http://www.pref.kyoto.jp/hinan/documents/2610920054.pdf,,
402,21伏見,砂川学区,伏見工業高等学校,462,075-641-5121,京都市伏見区深草鈴塚町13,34.96985916,135.7655329,http://www.pref.kyoto.jp/hinan/documents/2610920051.pdf,,
401,21伏見,桃山学区,京都橘中学校・高等学校,464,075-623-0066,京都市伏見区桃山町伊賀50,34.93233816,135.779444,http://www.pref.kyoto.jp/hinan/documents/2610920066.pdf,,
400,21伏見,桃山学区,京都教育大学附属桃山中学校,583,075-611-0264,京都市伏見区桃山井伊掃部東町16,34.94042594,135.767451,http://www.pref.kyoto.jp/hinan/documents/2610920063.pdf,,
399,21伏見,淀学区,大淀中学校,290,075-631-7211,京都市伏見区淀下津町257-7,34.90208825,135.723617,http://www.pref.kyoto.jp/hinan/documents/2610920047.pdf,,
398,21伏見,横大路学区,洛水中学校,534,075-602-3261,京都市伏見区横大路竜ヶ池31,34.92047036,135.7301681,http://www.pref.kyoto.jp/hinan/documents/2610920048.pdf,,
397,21伏見,向島学区,向島東中学校,422,075-601-7932,京都市伏見区向島吹田河原町138,34.92563325,135.7778607,http://www.pref.kyoto.jp/hinan/documents/2610920046.pdf,,
396,21伏見,二ノ丸学区,向島中学校,430,075-623-0512,京都市伏見区向島二ノ丸町151-55,34.91719515,135.7746498,http://www.pref.kyoto.jp/hinan/documents/2610920045.pdf,,
395,21伏見,南浜学区,桃陵中学校,480,075-611-3241,京都市伏見区桃陵町1-1,34.92851884,135.7663785,http://www.pref.kyoto.jp/hinan/documents/2610920044.pdf,,
394,21伏見,池田東学区,栗陵中学校,249,075-571-7631,京都市伏見区醍醐池田町17-1,34.94660174,135.8077973,http://www.pref.kyoto.jp/hinan/documents/2610920043.pdf,,
393,21伏見,小栗栖学区,小栗栖中学校,251,075-572-3135,京都市伏見区石田川向43,34.94156022,135.798087,http://www.pref.kyoto.jp/hinan/documents/2610920042.pdf,,
392,21伏見,日野学区,春日丘中学校,308,075-571-4969,京都市伏見区日野谷寺町50,34.93897764,135.8184658,http://www.pref.kyoto.jp/hinan/documents/2610920041.pdf,,
391,21伏見,日野学区,醍醐中学校,203,075-571-0065,京都市伏見区醍醐岸ノ上町21,34.94366884,135.8153216,http://www.pref.kyoto.jp/hinan/documents/2610920040.pdf,,
390,21伏見,羽束師地区,神川中学校,578,075-934-1505,京都市伏見区羽束師菱川町741,34.93245932,135.7220712,http://www.pref.kyoto.jp/hinan/documents/2610920039.pdf,,
389,21伏見,板橋学区,伏見中学校,337,075-611-5161,京都市伏見区御駕籠町97,34.93784272,135.7604655,http://www.pref.kyoto.jp/hinan/documents/2610920038.pdf,,
388,21伏見,桃山学区,桃山中学校,418,075-611-0268,京都市伏見区桃山水野左近東町19,34.94228971,135.7691009,http://www.pref.kyoto.jp/hinan/documents/2610920037.pdf,,
387,21伏見,深草学区,藤森中学校,431,075-641-5227,京都市伏見区深草池ノ内町55,34.95586899,135.7651521,http://www.pref.kyoto.jp/hinan/documents/2610920036.pdf,,
386,21伏見,深草学区,深草中学校,510,075-641-6522,京都市伏見区深草西伊達町1-4,34.95712748,135.7751926,http://www.pref.kyoto.jp/hinan/documents/2610920035.pdf,,
385,21伏見,桃山学区,京都教育大学附属桃山小学校,444,075-611-0138,京都市伏見区桃山筒井伊賀東町46,34.93900105,135.7666565,http://www.pref.kyoto.jp/hinan/documents/2610920062.pdf,,
384,21伏見,淀南学区,美豆小学校,331,075-631-7161,京都市伏見区淀美豆町1244,34.89675523,135.7130827,http://www.pref.kyoto.jp/hinan/documents/2610920034.pdf,,
383,21伏見,淀学区,明親小学校,366,075-631-2077,京都市伏見区淀池上町106,34.90369909,135.7216698,http://www.pref.kyoto.jp/hinan/documents/2610920033.pdf,,
382,21伏見,羽束師地区,羽束師小学校,365,075-934-1501,京都市伏見区羽束師菱川町640,34.93326752,135.7224072,http://www.pref.kyoto.jp/hinan/documents/2610920032.pdf,,
381,21伏見,久我の杜学区,久我の杜小学校,401,075-935-0157,京都市伏見区久我東町209,34.93370059,135.7293899,http://www.pref.kyoto.jp/hinan/documents/2610920031.pdf,,
380,21伏見,久我地区,神川小学校,457,075-921-0154,京都市伏見区久我東町60-2,34.93892738,135.7326174,http://www.pref.kyoto.jp/hinan/documents/2610920030.pdf,,
379,21伏見,北醍醐校区,北醍醐小学校,278,075-572-5353,京都市伏見区醍醐片山町11,34.95708721,135.8221152,http://www.pref.kyoto.jp/hinan/documents/2610920029.pdf,,
378,21伏見,醍醐西学区,醍醐西小学校,310,075-571-0221,京都市伏見区醍醐川久保町1,34.95319016,135.8120302,http://www.pref.kyoto.jp/hinan/documents/2610920028.pdf,,
377,21伏見,石田学区,石田小学校,288,075-572-1411,京都市伏見区石田森西24,34.94072982,135.8010368,http://www.pref.kyoto.jp/hinan/documents/2610920027.pdf,,
376,21伏見,日野学区,日野小学校,280,075-573-1567,京都市伏見区日野谷寺町78,34.93826654,135.8162493,http://www.pref.kyoto.jp/hinan/documents/2610920025.pdf,,
375,21伏見,春日野学区,春日野小学校,335,075-571-5550,京都市伏見区日野田中町31,34.93959411,135.8120524,http://www.pref.kyoto.jp/hinan/documents/2610920025.pdf,,
374,21伏見,池田東学区,池田東小学校,275,075-572-4505,京都市伏見区醍醐多近田町2-2,34.94487146,135.8126607,http://www.pref.kyoto.jp/hinan/documents/2610920024.pdf,,
373,21伏見,池田学区,池田小学校,335,075-571-6872,京都市伏見区醍醐鍵尾町17,34.94562961,135.80795,http://www.pref.kyoto.jp/hinan/documents/2610920023.pdf,,
372,21伏見,小栗栖宮山学区,小栗栖宮山小学校,278,075-572-5216,京都市伏見区小栗栖宮山1-1,34.94568212,135.7992453,http://www.pref.kyoto.jp/hinan/documents/2610920022.pdf,,
371,21伏見,小栗栖学区,小栗栖小学校,200,075-571-7632,京都市伏見区小栗栖森本町47-4,34.94274345,135.7980315,http://www.pref.kyoto.jp/hinan/documents/2610920021.pdf,,
370,21伏見,醍醐学区,醍醐小学校,360,075-571-0001,京都市伏見区醍醐東大路町31-1,34.95001278,135.8177685,http://www.pref.kyoto.jp/hinan/documents/2610920020.pdf,,
369,21伏見,二ノ丸学区,向島二の丸小学校,573,075-622-9001,京都市伏見区向島二ノ丸町151,34.9161869,135.7738082,http://www.pref.kyoto.jp/hinan/documents/2610920086.pdf,,
368,21伏見,向島南学区,向島南小学校,439,075-602-2824,京都市伏見区向島津田町95-1,34.92343885,135.7654813,http://www.pref.kyoto.jp/hinan/documents/2610920017.pdf,,
367,21伏見,藤の木学区,向島藤の木小学校,630,075-623-0046,京都市伏見区向島藤ノ木町82-5,34.92033383,135.77998,http://www.pref.kyoto.jp/hinan/documents/2610920016.pdf,,
366,21伏見,向島学区,向島小学校,417,075-601-8221,京都市伏見区向島善阿弥町2-3,34.92652744,135.7707975,http://www.pref.kyoto.jp/hinan/documents/2610920015.pdf,,
365,21伏見,納所学区,納所小学校,334,075-631-2032,京都市伏見区納所妙徳寺1,34.9097727,135.719482,http://www.pref.kyoto.jp/hinan/documents/2610920014.pdf,,
364,21伏見,横大路学区,横大路小学校,197,075-601-0356,京都市伏見区横大路草津町54-1,34.92812975,135.7343314,http://www.pref.kyoto.jp/hinan/documents/2610920013.pdf,,
363,21伏見,下鳥羽学区,下鳥羽小学校,363,075-611-0357,京都市伏見区下鳥羽長田町203,34.93937794,135.7439974,http://www.pref.kyoto.jp/hinan/documents/2610920012.pdf,,
362,21伏見,桃山南学区,桃山南小学校,331,075-621-6841,京都市伏見区桃山町大島38-109,34.92620847,135.7881043,http://www.pref.kyoto.jp/hinan/documents/2610920011.pdf,,
361,21伏見,桃山東学区,桃山東小学校,302,075-621-1411,京都市伏見区桃山町伊庭12,34.93546312,135.7869129,http://www.pref.kyoto.jp/hinan/documents/2610920010.pdf,,
360,21伏見,桃山学区,桃山小学校,266,075-601-7286,京都市伏見区桃山町本多上野107,34.93287685,135.7752055,http://www.pref.kyoto.jp/hinan/documents/2610920009.pdf,,
359,21伏見,竹田学区,竹田小学校,415,075-641-6278,京都市伏見区竹田桶ノ井町8-2,34.95529103,135.7572113,http://www.pref.kyoto.jp/hinan/documents/2610920008.pdf,,
358,21伏見,砂川学区,砂川小学校,321,075-641-7118,京都市伏見区深草ケナサ町25-5,34.96426266,135.7691546,http://www.pref.kyoto.jp/hinan/documents/2610920007.pdf,,
357,21伏見,藤城学区,藤城小学校,304,075-621-5580,京都市伏見区深草大亀谷五郎太町37,34.94191216,135.7760557,http://www.pref.kyoto.jp/hinan/documents/2610920006.pdf,,
356,21伏見,藤森学区,藤ノ森小学校,324,075-641-6305,京都市伏見区深草石橋町11-2,34.94883643,135.7708872,http://www.pref.kyoto.jp/hinan/documents/2610920005.pdf,,
355,21伏見,稲荷学区,稲荷小学校,352,075-641-0057,京都市伏見区深草開土町12-1,34.96932331,135.7715767,http://www.pref.kyoto.jp/hinan/documents/2610920004.pdf,,
354,21伏見,深草学区,深草小学校,504,075-641-0951,京都市伏見区深草西伊達町82-3,34.9560833,135.7720152,http://www.pref.kyoto.jp/hinan/documents/2610920003.pdf,,
353,21伏見,住吉学区,伏見住吉小学校,285,075-611-5243,京都市伏見区住吉町455,34.94378665,135.7625406,http://www.pref.kyoto.jp/hinan/documents/2610920002.pdf,,
352,21伏見,南浜学区,伏見南浜小学校,334,075-611-0091,京都市伏見区丹後町142,34.92851602,135.7626761,http://www.pref.kyoto.jp/hinan/documents/2610920001.pdf,,
351,21伏見,板橋学区,伏見板橋小学校,400,075-611-5158,京都市伏見区下板橋町610,34.9388251,135.7615554,http://www.pref.kyoto.jp/hinan/documents/2610920000.pdf,,
350,20西京,嵐山東学区,法輪寺,31,075-861-0069,京都市西京区嵐山虚空蔵山町68-3,35.01023829,135.6769755,http://www.pref.kyoto.jp/hinan/documents/2611140035.pdf,,
349,20西京,桂川学区,京都市西文化会館ウエスティ,180,075-394-2005,京都市西京区上桂森下町31-1,34.98501548,135.694147,http://www.pref.kyoto.jp/hinan/documents/2611140027.pdf,,
348,20西京,桂川学区,京都市桂川地域体育館,382,075-392-6573,京都市西京区上桂今井町131,34.9961201,135.6978244,http://www.pref.kyoto.jp/hinan/documents/2611140028.pdf,,
347,20西京,桂坂学区,西総合支援学校,280,075-332-4275,京都市西京区大枝北沓掛町一丁目21-21,34.98895074,135.6544297,http://www.pref.kyoto.jp/hinan/documents/2611140026.pdf,,
346,20西京,大枝学区,京都経済短期大学,432,075-331-3159,京都市西京区大枝東長町3-1,34.97117218,135.6794842,http://www.pref.kyoto.jp/hinan/documents/2611140034.pdf,,
345,20西京,大枝学区,京都市立芸術大学,386,075-334-2200,京都市西京区大枝沓掛町13-6,34.97432449,135.6638269,http://www.pref.kyoto.jp/hinan/documents/2611140031.pdf,,
344,20西京,新林学区,京都明徳高等学校,801,075-331-3361,京都市西京区大枝東長町3-8,34.96991119,135.6798258,http://www.pref.kyoto.jp/hinan/documents/2611140032.pdf,,
343,20西京,大枝学区,京都成章高等学校,650,075-332-4830,京都市西京区大枝沓掛町26,34.9816041,135.6533496,http://www.pref.kyoto.jp/hinan/documents/2611140033.pdf,,
342,20西京,境谷学区,府立洛西高等学校,459,075-332-0555,京都市西京区大原野西境谷町１丁目12-1・2,34.96255901,135.6672099,http://www.pref.kyoto.jp/hinan/documents/2611140030.pdf,,
341,20西京,川岡学区,府立桂高等学校,792,075-391-2151,京都市西京区川島松ノ木本町27,34.97256651,135.705407,http://www.pref.kyoto.jp/hinan/documents/2611140029.pdf,,
340,20西京,大原野地域,大原野中学校,490,075-333-3207,京都市西京区大原野上里南ノ町18,34.9525905,135.6777061,http://www.pref.kyoto.jp/hinan/documents/2611140025.pdf,,
339,20西京,福西学区,西陵中学校,401,075-332-0671,京都市西京区大枝南福西町一丁目3,34.95898721,135.6828614,http://www.pref.kyoto.jp/hinan/documents/2611140024.pdf,,
338,20西京,境谷学区,洛西中学校,315,075-331-6131,京都市西京区大原野西境谷町二丁目8,34.96358401,135.6712734,http://www.pref.kyoto.jp/hinan/documents/2611140023.pdf,,
337,20西京,桂坂学区,大枝中学校,482,075-333-1112,京都市西京区御陵大枝山町二丁目1-91,34.98842599,135.6645322,http://www.pref.kyoto.jp/hinan/documents/2611140022.pdf,,
336,20西京,樫原学区,樫原中学校,212,075-392-6630,京都市西京区樫原蛸田町11,34.97664395,135.6906556,http://www.pref.kyoto.jp/hinan/documents/2611140021.pdf,,
335,20西京,川岡東学区,桂川中学校,360,075-392-9229,京都市西京区下津林東大般若町43,34.97606342,135.7146646,http://www.pref.kyoto.jp/hinan/documents/2611140020.pdf,,
334,20西京,松尾学区,松尾中学校,320,075-391-9622,京都市西京区松室中溝町101,34.99680341,135.6909778,http://www.pref.kyoto.jp/hinan/documents/2611140018.pdf,,
333,20西京,桂川学区,桂中学校,324,075-392-7200,京都市西京区上桂森上町26,34.98823744,135.6940415,http://www.pref.kyoto.jp/hinan/documents/2611140019.pdf,,
332,20西京,大原野地域,大原野小学校,352,075-331-0005,京都市西京区大原野灰方町439,34.95364025,135.6667986,http://www.pref.kyoto.jp/hinan/documents/2611140016.pdf,,
331,20西京,福西学区,福西小学校,360,075-332-0688,京都市西京区大枝南福西町一丁目7,34.95785119,135.6819364,http://www.pref.kyoto.jp/hinan/documents/2611140013.pdf,,
330,20西京,大原野地域,上里小学校,480,075-333-2002,京都市西京区大原野上里南ノ町300,34.95264887,135.6847222,http://www.pref.kyoto.jp/hinan/documents/2611140017.pdf,,
329,20西京,竹の里地域,竹の里小学校,360,075-332-3745,京都市西京区大原野東竹の里町四丁目1,34.95748455,135.6762063,http://www.pref.kyoto.jp/hinan/documents/2611140015.pdf,,
328,20西京,境谷学区,境谷小学校,360,075-331-7423,京都市西京区大原野西境谷町三丁目5,34.9628257,135.670929,http://www.pref.kyoto.jp/hinan/documents/2611140014.pdf,,
327,20西京,新林学区,新林小学校,360,075-331-5811,京都市西京区大枝西新林町四丁目4,34.96862514,135.6697181,http://www.pref.kyoto.jp/hinan/documents/2611140012.pdf,,
326,20西京,桂坂学区,桂坂小学校,435,075-333-1101,京都市西京区御陵大枝山町二丁目1-52,34.98619282,135.663824,http://www.pref.kyoto.jp/hinan/documents/2611140010.pdf,,
325,20西京,大枝学区,大枝小学校,405,075-331-0330,京都市西京区大枝塚原町4-44,34.97369411,135.6724014,http://www.pref.kyoto.jp/hinan/documents/2611140011.pdf,,
324,20西京,桂東学区,桂東小学校,360,075-381-2415,京都市西京区桂市ノ前町31,34.97754664,135.7077513,http://www.pref.kyoto.jp/hinan/documents/2611140006.pdf,,
323,20西京,桂川学区,桂川小学校,360,075-392-0890,京都市西京区桂上野西町274,34.99513685,135.6997659,http://www.pref.kyoto.jp/hinan/documents/2611140003.pdf,,
322,20西京,桂徳学区,桂徳小学校,320,075-381-7037,京都市西京区桂徳大寺南町2,34.9890318,135.7059237,http://www.pref.kyoto.jp/hinan/documents/2611140005.pdf,,
321,20西京,桂学区,桂小学校,360,075-391-1331,京都市西京区桂巽町75-5,34.98277678,135.700402,http://www.pref.kyoto.jp/hinan/documents/2611140004.pdf,,
320,20西京,松陽学区,松陽小学校,409,075-391-3583,京都市西京区御陵北山下町15,34.98181851,135.6892224,http://www.pref.kyoto.jp/hinan/documents/2611140002.pdf,,
319,20西京,嵐山東学区,嵐山東小学校,440,075-881-5120,京都市西京区嵐山東海道町46,35.0074608,135.6864167,http://www.pref.kyoto.jp/hinan/documents/2611140000.pdf,,
318,20西京,松尾学区,松尾小学校,252,075-391-0221,京都市西京区松尾井戸町32,34.99258154,135.6894141,http://www.pref.kyoto.jp/hinan/documents/2611140001.pdf,,
317,20西京,樫原学区,樫原小学校,456,075-391-5683,京都市西京区樫原三宅町24,34.9724729,135.6972724,http://www.pref.kyoto.jp/hinan/documents/2611140009.pdf,,
316,20西京,川岡東学区,川岡東小学校,360,075-392-8820,京都市西京区下津林東大般若町44,34.975819,135.7150034,http://www.pref.kyoto.jp/hinan/documents/2611140008.pdf,,
315,20西京,川岡学区,川岡小学校,272,075-381-2032,京都市西京区川島滑樋町14,34.97563292,135.7036072,http://www.pref.kyoto.jp/hinan/documents/2611140007.pdf,,
314,19右京(京北),山国,山国自治会館,50,075-853-0001,京都市右京区京北比賀江町院谷21,35.18244648,135.6622147,http://www.pref.kyoto.jp/hinan/documents/2610840053.pdf,,
313,19右京,御室学区,妙心寺,830,075-461-5226,京都市右京区花園妙心寺町64,35.0231648,135.7200389,http://www.pref.kyoto.jp/hinan/documents/2610840050.pdf,,
312,19右京,御室学区,仁和寺(御室会館),255,075-464-3664,京都市右京区御室大内33,35.0288058,135.7152022,http://www.pref.kyoto.jp/hinan/documents/2610840049.pdf,,
311,19右京,嵯峨学区,大覚寺(嵯峨寮学院),295,075-871-0071,京都市右京区嵯峨大沢町4,35.02782759,135.6775468,http://www.pref.kyoto.jp/hinan/documents/2610840051.pdf,,
310,19右京(京北),弓削,田貫公民館,70,075-854-0904,京都市右京区京北田貫町檀町20,35.20666189,135.6044332,http://www.pref.kyoto.jp/hinan/documents/2610840054.pdf,,
309,19右京(京北),宇津,宇津コミュニティセンター,50,075-855-0175,京都市右京区京北下宇津町宮ノ下14-2,35.1460168,135.5786759,http://www.pref.kyoto.jp/hinan/documents/2610840060.pdf,,
308,19右京(京北),弓削,弓削会館,50,075-854-0001,京都市右京区京北下中町東石原8-2,35.19705263,135.6393695,http://www.pref.kyoto.jp/hinan/documents/2610840055.pdf,,
307,19右京(京北),周山,矢代多目的ホール,50,075-852-0604,京都市右京区京北矢代中町馬場谷道ノ上29-12,35.18154829,135.6003358,http://www.pref.kyoto.jp/hinan/documents/2610840056.pdf,,
306,19右京(京北),細野,細野グリーン会館,50,075-852-0457,京都市右京区京北細野町東ノ垣内10-1,35.12380545,135.6417622,http://www.pref.kyoto.jp/hinan/documents/2610840058.pdf,,
305,19右京(京北),黒田,黒田トレーニングホール,218,075-856-0001,京都市右京区京北宮町宮野80-1,35.20420634,135.7196198,http://www.pref.kyoto.jp/hinan/documents/2610840062.pdf,,
304,19右京(京北),黒田,黒田基幹集落センター,100,075-856-0001,京都市右京区京北宮町宮野80-1,35.20420634,135.7196198,http://www.pref.kyoto.jp/hinan/documents/2610840052.pdf,,
303,19右京,高雄学区,京都市北部クリーンセンター関連施設(やまごえ温泉プール),68,075-861-7647,京都市右京区梅ヶ畑向ノ地町27-1,35.0320968,135.6963707,http://www.pref.kyoto.jp/hinan/documents/2610840061.pdf,,
302,19右京,?野学区,京都市市民スポーツ会館,864,075-315-3741,京都市右京区西京極新明町32,34.99501462,135.7155229,http://www.pref.kyoto.jp/hinan/documents/2610840038.pdf,,
301,19右京(京北),宇津,宇津ふれあい会館,50,075-855-0001,京都市右京区京北中地町蛸谷口23,35.13895102,135.5914773,http://www.pref.kyoto.jp/hinan/documents/2610840059.pdf,,
300,19右京,?野学区,光華小学校・京都光華中学校・京都光華高等学校,1155,075-325-5223,京都市右京区西京極野田町39,34.99577567,135.718331,http://www.pref.kyoto.jp/hinan/documents/2610840044.pdf,,
299,19右京,御室学区,府立聾学校,315,075-461-8121,京都市右京区御室大内4,35.03229981,135.7133476,http://www.pref.kyoto.jp/hinan/documents/2610840039.pdf,,
298,19右京,宇多野学区,鳴滝総合支援学校,210,075-461-3221,京都市右京区音戸山山ノ茶屋町9-2,35.02813068,135.7041094,http://www.pref.kyoto.jp/hinan/documents/2610840030.pdf,,
297,19右京,嵐山学区,嵯峨美術大学・嵯峨美術短期大学,300,075-864-7858,京都市右京区嵯峨五島町1,35.01281298,135.6879747,http://www.pref.kyoto.jp/hinan/documents/2610840048.pdf,,
296,19右京,?野学区,京都光華女子大学・京都光華女子大学短期大学部,485,075-325-5208,京都市右京区西京極葛野町38,34.9973117,135.7190281,http://www.pref.kyoto.jp/hinan/documents/2610840043.pdf,,
295,19右京,山ノ内学区,京都学園大学 太秦キャンパス,408,075-406-7000,京都市右京区山ノ内五反田町18 ,35.01052,135.7185,http://www.pref.kyoto.jp/hinan/documents/2610840063.pdf,,
294,19右京,山ノ内学区,京都外国語大学,586,075-322-6047,京都市右京区西院笠目町6,35.00437214,135.7191503,http://www.pref.kyoto.jp/hinan/documents/2610840046.pdf,,
293,19右京,花園学区,花園高等学校,660,075-463-5221,京都市右京区花園木辻北町1,35.02199552,135.7227831,http://www.pref.kyoto.jp/hinan/documents/2610840045.pdf,,
292,19右京,山ノ内学区,京都外大西高等学校,305,075-321-0712,京都市右京区山ノ内苗町37,35.00498042,135.7184781,http://www.pref.kyoto.jp/hinan/documents/2610840047.pdf,,
291,19右京(京北),弓削,府立北桑田高等学校,560,075-854-0022,京都市右京区京北下弓削町沢ノ奥15,35.19660537,135.6319618,http://www.pref.kyoto.jp/hinan/documents/2610840042.pdf,,
290,19右京,嵯峨学区,府立北嵯峨高等学校,587,075-872-1700,京都市右京区嵯峨大沢柳井手町7,35.02590847,135.6810606,http://www.pref.kyoto.jp/hinan/documents/2610840040.pdf,,
289,19右京,常磐野学区,府立嵯峨野高等学校,791,075-871-0723,京都市右京区常盤段ノ上町15,35.01954832,135.7037096,http://www.pref.kyoto.jp/hinan/documents/2610840041.pdf,,
288,19右京(京北),周山,周山中学校,372,075-852-0053,京都市右京区京北周山町中山39-4,35.15750431,135.6354859,#,,
287,19右京,御室学区,双ヶ丘中学校,330,075-463-8165,京都市右京区花園岡ノ本町5-1,35.02290086,135.7155059,http://www.pref.kyoto.jp/hinan/documents/2610840025.pdf,,
286,19右京,高雄学区,高雄中学校,60,075-872-1286,京都市右京区梅ヶ畑奥殿町36,35.04588092,135.6811793,http://www.pref.kyoto.jp/hinan/documents/2610840024.pdf,,
285,19右京,西院第二学区,西院中学校,350,075-312-0365,京都市右京区西院矢掛町5,34.9997921,135.7292495,http://www.pref.kyoto.jp/hinan/documents/2610840022.pdf,,
284,19右京,北梅津学区,梅津中学校,320,075-882-0910,京都市右京区梅津北川町34,35.00621916,135.6975576,http://www.pref.kyoto.jp/hinan/documents/2610840023.pdf,,
283,19右京,西京極学区,西京極中学校,460,075-315-1531,京都市右京区西京極宮ノ東町1,34.99065391,135.722889,http://www.pref.kyoto.jp/hinan/documents/2610840029.pdf,,
282,19右京,山ノ内学区,四条中学校,485,075-312-0040,京都市右京区西院日照町1,35.00315562,135.7247193,http://www.pref.kyoto.jp/hinan/documents/2610840021.pdf,,
281,19右京,広沢学区,嵯峨中学校,235,075-871-0533,京都市右京区嵯峨新宮町63-2,35.02271172,135.6840439,http://www.pref.kyoto.jp/hinan/documents/2610840028.pdf,,
280,19右京,太秦学区,太秦中学校,320,075-872-0037,京都市右京区太秦多藪町14-144,35.01188527,135.7037292,http://www.pref.kyoto.jp/hinan/documents/2610840027.pdf,,
279,19右京,嵯峨野学区,蜂ヶ岡中学校,480,075-861-2168,京都市右京区嵯峨野開町1-1,35.01630422,135.6986878,http://www.pref.kyoto.jp/hinan/documents/2610840026.pdf,,
278,19右京,宕陰学区,宕陰小・中学校,135,0771-44-0310,京都市右京区嵯峨越畑南ノ町32-2,35.08300225,135.6107738,#,,
277,19右京(京北),細野,元細野小学校,240,―,京都市右京区京北細野町東ノ垣内30,35.12433916,135.6429332,http://www.pref.kyoto.jp/hinan/documents/2610840036.pdf,,
276,19右京(京北),黒田,元黒田小学校,37,―,京都市右京区京北宮町宮野54,35.2037683,135.7198203,http://www.pref.kyoto.jp/hinan/documents/2610840032.pdf,,
275,19右京(京北),宇津,元宇津小学校,150,―,京都市右京区京北中地町蛸谷口12,35.13966,135.5925,http://www.pref.kyoto.jp/hinan/documents/2610840037.pdf,,
